src_orig,tgt
li-mu-um i-dí-a-šur DUMU ku-bi-dí IGI ku-zi-zi-a IGI ku-na-a IGI PUZUR₄-a-šur DUMU DINGIR-ku-ru-ub IGI a-šur-i-dí DUMU i-li-a IGI ku-uš-im,Eponymate: Idī-Aššur s. Kubi-idī.
a-na pu-šu-ke-en₆ qí-bi-ma um-ma a-mur-IŠTAR-ma 4,To Pūšu-kēn from Amur-Ištar:
GÚ 14 ma-na URUDU ma-sí-a-am 1 GÚ URUDU ḫa-bu-ra-ta-i-am ŠU.NÍGIN 5 GÚ 14 ma-na URUDU {d}NIN.ŠUBUR-ba-ni ú-šé-bi-lam,"Ilabrat-bāni sent 4 talents 14 minas of washed copper, 1 talent of Ḫaburatine copper: total - 5 talents 14 minas of copper."
um-ma šu-ut-ma URUDU ša pu-šu-ke-en₆,"He said, ""The copper belongs to Pūšu-kēn."""
ŠÀ.BA URUDU 5 ma-na URUDU SIG₅ a-na É kà-ri-im a-dí-in 0.66666,"Thereof, I gave about 5 minas of fine copper to the colony office."
ma-na 5 GÍN im-ṭí,45 shekels were deficient.
ši-tí URUDU 4 GÚ 8 ma-na 15 GÍN.TA ma-sí-a-am 0.66666 ma-na 6 GÍN KÙ.BABBAR-áp-šu 5.33333 ma-na 3.6666600000000003 GÍN 1,"The remainder of the copper, 4 talents 8 minas 15 shekel, washed copper, at a rate of 46 shekels silver, its yeilded silver was 5 minas 23 2/3 shekels."
GÚ ḫa-bu-ra-ta-i-um KÙ.BABBAR-áp-šu 1 ma-na 5.5 GÍN,"As for the one talent of Haburatāyyum (copper), its silver was 1 mina 5 1/2 shekels."
ŠU.NÍGIN 6.33333 ma-na 9.16666 GÍN KÙ.BABBAR,"In total, it was 6 minas 29 1/6 shekels copper."
ŠÀ 6 GÍN KÙ.BABBAR lu a qá-tí ṣú-ḫa-ri-šu a-dí,"Thereof, I deposited 6 shekels silver to the accounts of the youth. (?)"
ú {d}IŠKUR-ba-ni 6.33333 ma-na 3.16666 GÍN {d}IŠKUR-ba-ni na-áš-a-kum,"As for Adad-bāni, Adad-bāni brings you 6 minas 23 1/6 shekels (of silver)."
1.66666 ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-ma-lik DUMU er-ra-a DAM.GÀR-ru-um i-šu,Aššur-mālik s. Errāya owes the merchant 1 2/3 minas 1 shekel refined silver.
iš-tù ḫa-muš-tim ša a-šur-i-mì-tí DUMU zu-pá-lá-li,From the ḫamuštum of Aššur-imittī s. Zupa-lali.
ITU.KAM ḫu-bur,Month: ḫubur.
li-mu-um a-šur-i-mì-tí DUMU DINGIR-ba-ni 1.5,Eponymate: Aššur-imittī s. Ilī-bāni.
GÍN.TA a-na 1 ma-na-im i-na ITU.KAM-im ṣí-ib-tám ú-ṣa-áb,He will add 1 1/2 shekels per mina per month as interest.
IGI e-lá-lí DUMU i-pí-li-is IGI a-šur-i-dí DUMU ku-ku-lá-nim IGI i-ku-pí-a DUMU šu-sú-en₆,"Witnesses: Elāli s. i-pí-li-is, Aššur-idī s. Kukkulānim, Ikuppiya s. Šū-Suen."
x bi₄ šu-xxx i-na u₄-me-šu ma-al-ú-tim ša-áš-qí-lá-šu-ma šé-bi-lá-nim,"At the expiration of the term, make them pay and send it to me."
a pu-šu-ke-en₆ qí-bi₄-ma a-wa-tám ša tí-de₈-ú šu-ma a-ḫi a-ta,To Pūšu-kēn:
a-wa-tám za-ku-sà šu-up-ra-ma lu i-de₈ a-bi a-ta 1 ma-na KÙ.BABBAR ú 2 ma-na ku-a-am,"As for the matter which you informed (me), if you are my brother, clear the matter and send me word to inform (me.)"
šé-bi₄-lam-ma šu-ma a-ga-mì-il₅-kà a-mu-ur,"My dear father, send 1 or 2 minas of your own silver and see if I will not do you a favor."
mì-sà-ru-um šé-bu-ul-ta-kà na-áš-ú-ni-ku-um xx ḫa-x-xxx,Misarum brings your delivery to you.
a-na a-šur-be-el-a-wa-tim ša ki-ma a-lá-ḫi-im ú a-li-li ḫi-na-a ú a-šur-na-da qí-bi₄-ma um-ma a-šur-be-el-ma-al-ki-in-ma,"To Aššur-bēl-awātim, Alāhum's and Alili's representatives, Hinnaya and Aššur-nādā from Aššur-bēl-malkim:"
a-na KÙ.BABBAR bu-lá-tí-a ša a-na a-lim{ki} tù-šé-bi₄-lá-ni a-lá-ḫu-um a-šur-i-dí ú a-li-li i-zi-zu-šu-ma 2 GÚ AN.NA ku-nu-ku 8 TÚG 8 ma-na AN.NA-ak qá-tim i-dí-nu-nim,"About the silver of my working capital, which you sent to the City, Alāhum, Aššur-idī and Alili met concerning it, and they gave me 2 talents of tin under seal, 8 textiles (and) 8 minas of tin for expenses."
i-na ba-áb a-bu-lim ú-dí-ú-nim um-ma šu-nu-ma am-ma ú-ṣú-ur-ša-a-šur ki-ma ni-a-tí,"In the city gate they made a public statement, saying: ''Now, Uṣur-ša-Aššur is our representative."""
ú-ṣú-ur-ša-a-šur i-na a-lim{ki} ik-ta-lá a-na-ku iš-tí ILLAT-tí-a-ma a-na ur-šu a-ta-lá-ak,Uṣur-ša-Aššur was held back in the City while I left for Uršu with my own enterprise.
a-na ur-šu té-er-tí šu-ku-bi₄-im ik-šu-dí-ma i-na té-er-tí šu-ku-bi₄-im AN.NA a-na šu-ul-ḫi-im ta-e-er,"A message from Šū-Kūbum reached me at Uršu and in Šū-Kūbum's message (it said): ""Convert the tin to  textiles!"""
… ki-ma TÚG.ḪI.A na-ak-šu-ni AN.NA a-na 4 GÚ URUDU ú-ta-er,"Since the textiles had been set aside, I converted the tin to 4 talents of [copper]."
lu-qú-tí za-ar-a-at ú-pá-ḫa-ra-ma a-na re-eš₁₅ da-áš-e a-ta-lá-kam,My merchandise is scattered around; I shall collect it and arrive at the beginning of spring. 
i-na 3 me-at 26 TÚG.ḪI.A ša kur-ub-IŠTAR qá-dum li-wi-tim 10 TÚG ša a-ki-dí-e 9 {TÚG}ku-ta-nu ša a-šùr-na-da 6 TÚG ša kà-ṣa-ri 66 TÚG.ḪI.A ša iṣ-mì-dí-DINGIR 4 me-at 17 TÚG.ḪI.A … TÚG.ḪI.A SIG₅ i-ša iṣ-mì-dí-DINGIR x TÚG ša a-ki-dí-e 60-… TÚG.ḪI.A ša kur-ub-IŠTAR 6 {TÚG}ku-ta-nu ša a-šùr-na-da 1 me-at 42 TÚG.ḪI.A 8,"Of the 326 textiles belonging to Kurub-Ištar-including (for) the wrapping-(plus) 10 Akkadian textiles, 9 kutānu-textiles belonging to Aššur-nādā 6 textiles belonging to the packer, 66 textiles belonging to Iṣmid-ilum in all: 417 textiles thereof: x textiles of good quality of those belonging to Iṣmid-ilum, x Akkadian textiles, 60 [+ x] textiles belonging to Kurub-Ištar, 6 kutānu-textiles belonging to Aššur-nādā; in all: 142 textiles."
GÚ 40 ma-na AN.NA ku-nu-ku ša kur-ub-IŠTAR … ANŠE.ḪI.A za-ḫa-an pá-zu-ur-tim i-tal-ku 7 e-ma-ru a-na-kam ni-ip-qí-sú 10,8 talents 40 minas of tin under Kurub-Ištar's seal; 10? donkeys have gone on the smugglers' road; we entrusted 7 donkeys to him here.
TÚG i da-da-ni-a a-ḫu-ki 1 {TÚG}ku-sí-tám a-na ILLAT-tim ni-dí-in 1 {TÚG}ku-ta-ni a-na ḫu-lu-qá-e ni-dí-in ší-tí TÚG.ḪI.A 2 me-at 52 TÚG.ḪI.A a-na É.GAL-lim e-ru-bu,"10 textiles are left in Dadānim; we gave 1 kusītu-textile to the enterprise; we gave 1 kutānu-textile (in compensation) for losses; the rest of the textiles, 262 textiles, have entered the palace."
KIŠIB en-um-a-šur DUMU sú-kà-lí-a KIŠIB a-dí-da DUMU wa-ar-dí-ì-lí KIŠIB a-šùr-DU₁₀ DUMU kàr-wa-a-a KIŠIB lu-zi-na DUMU a-šùr-ba-ni KIŠIB ma-nu-ki-e-ni-a DUMU i-šar-ḫa-ri-im KIŠIB PUZUR₄-a-na DUMU em-qí-im KIŠIB i-ku-pí-a DUMU be-lá-a-šùr KIŠIB be-lúm-ba-ni DUMU a-šur-be-el-a-wa-tim KIŠIB aḫ-ša-lim DUMU šu-a-šùr 10,"Seals of Ennum-Aššur s. Sukkallīya, Adida s. Warad-ilī, Aššur-ṭāb s. Qarwaya, Luzina s. Aššur-bāni, Mannum-kī-ēnīya s. Išar-Ḫarim, Puzur-Anna s. Emqum, Ikuppiya s. Bēl-Aššur, Bēlum-bāni s. Aššur-bēl-awātim, Aḫ-šalim s. Šū-Aššur."
GÚ URUDU SIG₅ ḫu-bu-ul en-na-nim DUMU a-zu-a 8.5 ma-na KÙ.BABBAR ša li-bi šu-be-lim DUMU a-gu₅-a 16 ma-na KÙ.BABBAR ù 80 {TÚG}šu-ul-ḫi-e ša da-na-a ù ku-lu-mì-im ša a-šùr-SIPA iṣ-bu-tù me-er-ú li-ba-a-a a-na me-er-e a-šùr-SIPA lá i-tù-ru-ú,"As for the 10 talents fine copper the debt of Ennānum s. Azua, 8 1/2 minas silver which is owed by Šū-Bēlum s. Agua, 16 minas silver and 80 šuḫum textiles from Danaya and Kulumum which Aššur-rē'ī seized, the sons of Libbaya will not return to the sons of Aššur-rē'ī."
en-um-a-šùr a-dí-du-um a-šùr-DU₁₀ lu-zi-na ma-nu-ki-e-ni-a i-ku-pí-a PUZUR₄-a-na be-lúm-ba-ni ù aḫ-ša-lim a-wi-lu a-ni-ú-tum da-a-nu ta-aḫ-sí-is-tum a-ni-tum,"Ennum-Aššur, Adīdum, Aššur-ṭāb, Luzina, Mannum-kī-enīya, Ikuppiya, Puzur-Anna, Bēlum-bāni and Aḫ-šalim: these were the judges of these memoranda."
me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ku-nu-uk da-a-ni,Copy of the sealed tablet with the seals of the judges.
0.83333 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI a-na a-šur-ba-áš-tí ap-qí-id,"I entrusted 5/6 minas silver, its excise added, to Aššur-baštī."
IGI ku-ṣí-a IGI a-mur-IŠTAR DUMU-i ba-lá 2,"Witnesses: Kuzīya, Amur-Ištar s. Bala."
ku-ta-nu KI ṭá-ba-a 3,2 kutānum textiles are with Ṭābāya.
GÍN KÙ.BABBAR a be-a-lim a-na ur-da-lá a-dí-in 5,I gave 3 shekels silver to Urdala for managing.
GÍN a-na be-a-lim a-na be-lá-nim 10,(I gave) 5 shekels to Bēlānum for management.
GÍN a be-a-lim a-na a-šur-ba-áš-tí a-wi-lúm i-dí-in 5,The man gave 10 shekels to Aššur-bāstī for management.
ma-na URUDU ší-kum KI i-dí-a-šur DUMU ḫa-am-ḫa-am-tim,5 minas poor quality copper is with Idī-Aššur s. Ḫamḫamtum.
IGI ku-ṣí-a 10,Witness: Kuzīya.
GÍN KÙ.BABBAR KI a-šur-mu-ta-bi₄-il₅ ni-a-im 4.5,10 shekels silver are with our Aššur-mutabbil.
ma-na KÙ.BABBAR a-na pu-šu-ke-en₆ a-dí-in,I gave 4 1/2 minas silver to Pūšu-kēn.
IGI PUZUR₄-a-šur IGI PUZUR₄.SA.TU IGI e-nu-be-lim,"Witnesses: Puzur-Aššur, Puzur-saduʾe, Ennum-Bēlum."
… ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er {d}a-šùr-lá-ma-sí DUMU PÚZUR-a-na a-ta-ta i-šu iš-tù ITU.1.KAM a-lá-na-tim li-mu-um ḫa-na-na-ru-um a-na ša-na-at,Aššur-lamassī s. Puzur-Anna owes Atata ? mina(s) 5 shekels refined silver.
KÙ.BABBAR i-ša-qal šu-ma la₅ iš-qú-ul 1.5 GÍN KÙ.BABBAR a-na 1 ma-na-e-em i-na ITU.1.KAM-im ṣí-ib-tám,He will pay the silver 1 year from the month of Allanātum eponymate of Ḫanna-nārum.
ú-ṣa-áb,"If he does not pay (on time), he will add 1 1/2 shekels silver per mina per month as interest."
1.8333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er na-ar-ḫi šé-er-du ù a-mur={d}UTU i-ku-nu-um i-šu,"Narḫi, Šaerdu and Amur-Šamaš owe Ikūnum 1 5/6 minas silver."
iš-tù ḫa-mu-uš-tim ša a-šur-i-dí a-na 4 ḫa-am-ša-tim i-ša-qú-lu,They will pay four ḫamuštum periods after the ḫamuštum of Aššur-idī.
šu-ma lá iš-qú-lu 6 GÍN.TA i-na ITU.1.KAM ṣí-ib-tám ú-ṣú-bu KÙ.BABBAR,"If they do not pay, they will add 6 shekels as interest."
i qá-qá-ad šál-mì-šu-nu ra-ki-is,(The obligation to pay back) the silver is bound to whichever one is financially solvent.
IGI a-lá-ḫi-im IGI bu-zu-ta-a IGI e-wa-ri-a IGI a-du-a,"Witnesses: Al-aḫum, Buzutāya, Ewariya, Adua."
um-ma pu-šu-ke-en₆-ma a-na a-šùr-ta-ak-lá-ku qí-bi₄-ma 24,From Pūšu-kēn to Aššur-taklāku:
ma-na 10 GÍN KÙ.BABBAR i-na ṭup-pí-im GAL i-na É kà-ri-im la-áp-ta-a-ku 0.83333,I am written down for 24 minas 10 shekels silver in the great tablet in the colony office.
ma-na 5 GÍN qá-dum ṣí-ib-tí-šu ša ḫa-muš-tim pá-ni-tim 0.5 ma-na 2.5 GÍN ša ḫa-muš-tim wa-ar-ki-tim ší-im 3 {TÚG}ku-ta-ni 0.66666 ma-na 5 GÍN 7.5 GÍN ig-re-e ANŠE ša wa-áš-ḫa-ni-a 15 GÍN ig-re-e na-áb-ri-tim ŠU.NÍGIN 26.66666 ma-na x 5 GÍN,"55 shekels together with its interest from the previous ḫamuštum week, 32 1/2 shekels from the following ḫamuštum-week, the price of three kutānum textiles, 45 shekels, 7 1/2 shekels the hire of the donkeys at Wašḫaniya, 15 shekels the hire for the paddock, total 26 minas 45 shekels."
ŠÀ.BA 20 ma-na da-at-kà 6,"Thereof, your "
ma-na ša-ḫi-tum ša en-um-a-šùr a-ḫi-kà 1.5,The šaḫītum of Ennum-Aššur your brother was 6 minas.
ma-na a-ta ù … na-áb-sú-en₆ a-na ar-ni-im ta-ad-na-tù-nu 0.66666,You and Nāb-Suen were given 1 1/2 minas for a fine.
ma-na 5 GÍN ki-iš-da-tù-kà 2.33333,Your arrival expenses were 45 shekels.
ma-na ga-ma-ar-kà ša pu-ru-uš-ḫa-tim ú-la iš-ku-nu 18,They did not set the 2 1/3 minas your complete spending (?) of Purušḫattum.
GÍN ša ṣú-ḫa-re-e-kà ù ANŠE-ri-kà ú-lá iš-ku-nu,They did not set the 18 shekels of your servants and donkeys.
a-na pu-šu-ke-en₆ qí-bi-ma um-ma a-šur-i-mì-tí ù PUZUR₄-a-šur-ma,To Pūšu-kēn from Aššur-imittī and Puzur-Aššur:
i-na KÙ.BABBAR ša PUZUR₄-a-šùr ub-lá-ni 1 me-at 10 TÚG-ta-ni 20 ma-na AN.NA qá-tim 4 ANŠE.ḪI.A ṣa-lá-mu-ú 0.5 ma-na be-ú-lá-tim ša sá-ri-dí-im 2 GÍN lu-bu-šu mì-ma a-nim i-a-šar i-ra-de₈-a-kum,"From the silver which Puzur-Aššur brought, (we purchased) 110 textiles, 20 minas hand tin, 4 black donkeys, 1/2 mina silver for the be'ulatum of the driver, 2 shekels (silver) for his dressing, and all this Ea-šār transports to you."
ší-tí KÙ.BABBAR-pì-kà nu-za-kà-ma iš-tí wa-ar-ki-ú-tim ni-ša-pá-ra-kum,We will clear the remainder of your silver and send it to you with the next travellers.
4 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šùr-DU₁₀ DUMU lu-lu IŠTAR-ba-ni i-šu iš-tù ITU.1.KAM áb-ša-ra-ni li-mu-um a-ku-tum a-na 10 ḫa-am-ša-tim,Aššur-ṭāb s. Lulu owes Ištar-bāni 4 minas refined silver.
i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im i ITU.KAM-im ṣí-ib-tám,"He will pay 10 ḫamuštum weeks from the month Áb-ša-ra-ni, epnymate Akutum."
ú-ṣa-áb 1,"If he does not pay, he will add interest at the rate of 1 1/2 shekels per mina per month."
ma-na 1.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šùr-DU₁₀ DUMU ḫu-ra-ṣa-nim IŠTAR-ba-ni i-šu iš-tù ITU.1.KAM ma-ḫu-ur-DINGIR li-mì-im a-ku-tim a-na 5 ḫa-am-ša-tim,Aššur-ṭāb s. Ḫuraṣānim owes Ištar-bāni 1 mina 1 1/2 shekels refined silver.
i-ša-qal šu-ma lá iš-qúl 1.5,"He will pay 5 weeks from the month Maḫur-ilī, year Akutum."
GÍN.TA a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb 0.5,"If he does not pay, he will add interest at the rate of 1 1/2 shekels per mina."
ma-na 7 GÍN KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er a-šùr-ma-lik DUMU šu={d}EN.LÍL IŠTAR-ba-ni i-šu iš-tù ITU.1.KAM be-el-tí-É.GAL-lim li-mu-um a-ku-tum a-na 5 ḫa-am-ša-tim,Aššur-mālik s. Šū-Enlil owes Ištar-bāni 1/2 mina 7 shekels refined silver.
i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám,"He will pay 5 hamuštum weeks from the month be-el-tí-É-GAL-lim, eponymate Akutum."
ú-ṣa-áb 4 ma-na KÙ.BABBAR SAḪAR.BA i-ṣé-er be-lá-nim DUMU a-mur={d}UTU,"If he does not pay, he will add interest at the rate of 1 1/2 shekels per mina."
IŠTAR-ba-ni i-šu iš-tù ITU.1.KAM be-el-tí-É.GAL-lim li-mu-um i-na-sú-en₆ a-na MU.1.ŠÈ i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA a-na 1 ma-na-im i ITU.1.KAM ṣí-ib-tám,Bēlānim s. Amur-Šamaš owes Ištar-bāni 4 minas silver.
ú-ṣa-áb 5 GÚ 20 ma-na URUDU ší-kam iš-tí be-lá-nim-ma a-šùr-DU₁₀ a-na ṭup-pì-šu lá-pá-tí-im i-ta-lá-ak 0.5 ma-na 5 GÍN KÙ.BABBAR KI É-a-SIG₅ DUMU iz-kà-nim a-na wa-aḫ-šu-ša-na i-na e-ra-bi₄-šu ú-šé-ba-lam IGI a-šùr-i-mì-tí IGI pì-lá-aḫ-IŠTAR 1 GÚ 10 ma-na URUDU ma-sí-a-am KI A-šùr-mu-ta-píl DUMU šu-be-lim IGI dan-a-šùr DUMU PÚZUR-a-šùr IGI na-áb-sú-en₆ 0.5 ma-na KÙ.BABBAR iš-tí i-ku-pá-ša-ar IGI i-dí-ku-bi-im DUMU ba-qí-lá-nim,"If he does not pay, he will add interest at the rate of 1 1/2 shekels per 1 mina per month."
KIŠIB i-ku-pí-a-šur DUMU pì-lá-aḫ-a-šur KIŠIB a-šur-ma-lik DUMU a-lá-ḫi-im KIŠIB {d}MAR.TU-ba-ni DUMU šu-ku-bi₄-im KIŠIB i-dí-a-šur DUMU ku-ku-lá-nim KIŠIB lá-qé-pì-im DUMU a-šur-ma-lik KIŠIB a-šur-qá-bi₄-a DUMU ku-ra-a-a KIŠIB ni-na-ša DAM a-pì-lá,"Seals: Ikuppi-Aššur s. Pilaḫ-Aššur, Aššur-mālik s. Al-aḫum, Amurrum-bāni s. Šū-Kūbum, Idī-Aššur s. Kukkulānum, Lā-qēpum s. Aššur-mālik, Aššur-qābiya s. Kura, Ninašša w. Abela."
lá-qé-pu-um DUMU a-šur-ma-lik a-šur-qá-bi₄-a DUMU ku-ra-a-a ù ni-na-ša DAM a-pì-lá ki-ma a-pì-lá i-na mì-ig-ra-tí-šu-nu iṣ-bu-tù-ni-a-tí-ma a-wa-tí-šu-nu nu-ga-me-er-ma ni-iš a-lim{ki} it-mu-ú-ma ṭup-pá-am ša 2 ma-na KÙ.BABBAR ša ḫu-bu-ul zu-zu-ba DUMU ku-ut-ba-kà-nim a-bu a-pì-lá ša a-na a-šur-ma-lik DUMU lá-qé-pì-im ḫa-bu-lu a-na ITU.4.KAM i-dí-a-šur DUMU ku-ku-lá-nim ú-ba-lam-ma i-na re-eš₁₅ ṭup-pì-im 2 ma-na KÙ.BABBAR ki-ma a-pì-lá ni-na-ša a-ša-sú ú a-šur-qá-bi₄-a a-na i-dí-a-šur DUMU ku-ku-lá-nim i-ša-qú-lu 45 ma-na URUDU ma-sí-am lá-qé-pu-um il₅-qé šu-ma ṭup-pá-am ša ša-ba-e ša ku-nu-uk a-šur-ma-lik lu ša ší-be-e ša zu-zu-ba a-na a-šur-ma-lik iš-ku-nu-ma KÁ DINGIR iḫ-ri-mu a-pì-lá a-na ITU.4.KAM i-tab-lam 45 ma-na URUDU ma-sí-am i-dí-a-šur DUMU ku-ku-lá-nim a-na ša ki-ma a-pì-lá ú-ta-ar-ma ṭup-pu-um ṭup-pá-am i-ma-ḫa-aṣ ṭup-pu-um iš-tù kà-ni-iš a-dí tur₄-ḫu-mì-it a-šu-mì a-pì-lá GÁN-lam e-tí-iq,"Lā-qēpum s. Aššur-mālik, Aššur-qabīya s. Kuraya and Ninašša w. Abela, on behalf of Abela, seized us regarding their agreement."
KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ra-ki-is,(The obligation to pay) the silver is bound to whichever one is financially solvent.
ITU.KAM ku-zal-li,Month: Kuzalli.
li-mu-um šu-ra-ma,Eponymate: Šū-rama.
a-šur-ma-lik i-ku-pì-a-šur ù {d}MAR.TU-ba-ni a-wi-lu a-ni-ú-tum ga-me-ru a-wa-tim,"Aššur-mālik, Ikuppī-Aššur and Amurrum-bāni, these men, were the resolvers of the dispute."
PÚZUR.IŠTAR a-na {d}IŠKUR.SIPA iṣ-ba-at-ni-a-tí-ma um-ma PUZUR₄.IŠTAR-ma a-na {d}IŠKUR.SIPA-ma 7.66666 ma-na 3 GÍN KÙ.BABBAR i-na li-bi-kà i-ba-ší lá i-ba-ší ú-ul ik-ri ú-ul kà-i-ni um-ma {d}IŠKUR.SIPA-ma a-na PÚZUR.IŠTAR-ma ki-na 7.66666 ma-na 3 GÍN KÙ.BABBAR ší-im pá-ra-kà-ni-kà ša a-sú-ḫu ù 1 ma-na KÙ.BABBAR ša a-na be-a-lim ta-dí-na-ni i-na li-bi₄-a i-ba-ší,Puzur-Ištar seized us against Adad-rēʾī:
um-ma PÚZUR.IŠTAR-ma KÙ.BABBAR-pì dí-nam um-ma {d}IŠKUR.SIPA-ma a-na PÚZUR.IŠTAR-ma ḫu-ur-ší-a-ni šé-ṣí-a-ma lu URUDU lu ší-im ANŠE ša tal-qé-ú dí-nam ḫu-ur-ší-a-šu PÚZUR.IŠTAR ú-šé-ṣí-a-ma 4 ma-na URUDU KÙ.BABBAR ša ḫur-ší-a-ni-šu a-na PÚZUR.IŠTAR is-ni-iq lu KÙ.BABBAR lu ší-im 2 GÚ URUDU lá-mu-nim lu ší-im 0.5 GÚ URUDU DU₁₀ lu ší-im ANŠE 15 GÍN KÙ.BABBAR,"Puzur-Ištar said, ""Give me my silver."""
i-dí-nu,"They gave silver, the price of 2 talents poor copper, 4 talents fine copper, and the price of the donkey-15 shekels silver."
um-ma šu-ḫu-bur-ma a-na pu-šu-ke-en₆ qí-bi-ma,From Šū-Ḫubur to Pūšu-kēn:
,"You wrote, (saying) ""Ikūnum's investors have gotten out 2 minas of silver for each mina of gold for their gold (shares)."""
ta-áš-pu-ra-am um-ma a-ta-ma 2,You wrote.
ma-na.TA KÙ.BABBAR a-na 1 ma-na-em KÙ.GI um-mì-a-nu i-ku-nim xx xxxxxx a-na KÙ.GI-šu-nu ú-šé-li-ú,Ikūnum's investors have realized 2 minas silver on each mina gold for their gold.
šu-ma ta-na-ṭá-al-ma i-na 2 ma-na.TA wa-at-ra-am 3 ma-na.TA i-da-na-kum,"If you judge look on him kindly, then he will give you an additional, (i.e.) three mina rate, instead of two mina rate."
nam-ge₅-er,Come to an agreement (with him).
šu-ma i-na 2 ma-na.TA wa-at-ra-am lá iḫ-ta-lá-qum šu-up-ra-ma a-na-kam ša-al-ša-tí-šu le-mu-sú-ma KÙ.BABBAR-pí i-na a-lim{ki} ar-ku-ús,"If after the 2 minas he does give up to you an addition, write me so that I may impose his 'thirds' here and bind my silver in the city."
a-šu-mì AN.NA 1 GÚ-tim ša a-na la-li-im i-na ḫa-ḫi-im a-šùr-ma-lik ù ir-ma-a-šùr i-dí-nu-ni a-dí ma-lá ù šé-ni-šu áš-pu-ra-kum um-ma a-na-ku-ma a-na-kam É lá-li-im KÙ.BABBAR e-ri-iš-ma um-ma šu-nu-ma a-šar AN.NA ta-dí-nu-šu-ni šu-pu-ur-ma áš-ra-kam-ma KÙ.BABBAR-áp-kà li-qé KÙ.BABBAR-áp lá-li-im i-na GÁN-lim lá i-ba-ší,"Concerning the 1 talent of tin which Aššur-mālik and Irma-Aššur sold to Lālum in Ḫaḫḫum, I have written to you several times (saying) ""Here, I requested silver from the estate of Lālum, and they said, 'Write to wherever you sold him the tin and take your silver there; (but) there is no silver belonging to L"
a-pu-tum i-ḫi-id-ma a-šùr-ma-lik ù ir-ma-a-šùr ší-bu-ú-a ša AN.NA ip-qí-du-ni a-ma-kam a-na ša ki-ma lá-li-im šé-li-šu-nu,"Urgent, take heed to send Aššur-mālik and Irma-Aššur, my witnesses that they entrusted the tin, to the representatives of Lālum there."
a-li KÙ.BABBAR 1 GÍN i-ba-ší-ú ša-áš-qí-il₅-ma KÙ.BABBAR-pí lá i-ḫa-liq 15,Wherever there is a single shekel of silver make them pay so that my silver is not lost.
ma-na AN.NA ik-ri-bu ša a-šùr a-na li-bi šu-uq-lim ša i-ku-nim a-dí,"I deposited 15 minas tin, the ikribū of Aššur, into the sack of Ikūnum."
ša-áš-qí-il₅,Make him pay.
15 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ḫa-nu lá-ma-sí tí-šu,Ḫanu owes Lamassī 15 shekels refined silver.
iš-tù ḫa-muš-tim ša a-šur-i-dí ù ḫa-nu a-na 3 ḫa-am-ša-tim i-ša-qal,He will pay 3 ḫamuštum weeks from the ḫamuštum of Aššur-idī and Ḫanu.
šu-ma lá iš-qú-ul 0.5 GÍN.TA-AT i ITU.1.KAM-im ṣí-ib-tám ú-ṣa-áb,If he does not pay (on time) he will add 1/2 shekel per month.
ITU.1.KAM áb-ša-ra-ni,Month: Ab-šarrāni
li-mu-um ku-bi₄-a,Eponymate: Kūbiya.
IGI i-ku-pì-a-šur KIŠIB i-ri-ší-im,"Witnesses: Ikuppī-Aššur, Erišum."
8 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-ḫu-DUG DUMU a-šùr-mu-ta-bi₄-il₅ bu-zu-lí-a i-šu,Buzuliya owes 8 shekels refined silver to A-ḫu-DUG s. Aššur-mutabbil.
iš-tù ḫa-mu-uš-tim ša šu-ki-tim ú ú-ra-a a-na 12 ḫa-am-ša-tim i-ša-qal,From the ḫamuštum of Šukkutum and Ūraya he has 12 weeks to pay.
šu-ma i-na u₄-mì-šu ma-al-ú-tim lá iš-qúl a-na 10 GÍN-tim 1 GÍN i-na ITU.KAM ú-ṣa-áb,If he does not pay by the full term 10 shekels 1 shekels will be added per month.
IGI sú-e-ta-ta IGI a-šùr-SIPA DUMU i-dí-da,"Witnesses: Sueata, Aššur-rēʾī s. Idīda."
a-na pu-šu-ke-en₆ qí-bi-ma um-ma ta-ri-iš-ma-tum ù bé-lá-tum-ma,To Pūšu-kēn from Tariš-mātum and Bēlātum:
ṣú-ḫa-ra-tum ša PUZUR₄.IŠTAR ú ú-ṣur-ša-a-šur im-ra-ṣa-ma mu-a-tí-iš i-li-kà a-na ša-i-lá-tim,The daughters of Puzur-Ištar and Uṣur-ša-Aššur are ill and seem as though they are dying!
