tablet_id,transliteration,translation
221. Kt 92/k 176 (1-135-92),"a-na 'é-er A-šùr-UTUŠ{i} i-na ba-[áb] ha-ra-ni-šu né-ru-u⌈b-ma u⌉m-ma En-na-Sú-⌈in] a-na A-šùr-UTUŠ{i}-[ma] a-pu-na lá-ma kà-sà-am ni-iš-tí-ú : a-wa-tí-im lá-ta-wu-kum li-ba-tim lá ta-ma-lá : i-nu-mì i-n[a] Wa-áš-ha-ni-a ú-kà-i-lu-ni-n[i] 2 ma-na KÙ.B. a-ha-ti tù-šé-bi-lá-kà um-ma A-šùr-[UTU]""{i} ke-na tù-šé-bi-lá-ni-/ma ú-lá a-dí-na-kum um-ma En-na-Sú-i[n]-ma u₄-ma-am a-ha-tí ta-tù-ra-am um-ma ší-it-ma ta-al-tám-/nam KÙ.B. ù 'í-ba-tí-šu` ša iš-tù 8 ša-na-/tim šé-'í-ma dí-nam um-ma A-šùr-UTUŠ{i}-ma e-ni-ma-ma a-na šé-ep A-šur-i-mì-tí am-qú-ut : a-hu-ú-a : a-tù-/nu a-ma GUŠKIN 15 GÍN ù 1 ma-na sà-am-tum ma-lá ta-le-/a-ni É.GAL-lam āá-i-ba um-ma A-šùr-UTUŠ{i}-ma a-n[a] En-na-Sú-in-ma šu-ma KÙ.B. a-na m⌈a-dí⌉-im i-tù-ar al-kam-ma ší-b[é]-kà la-a'-ba-a[t]-ma ma- e-pá-ší-im ep-ša-ni um-ma En-na-Sú-in-ma a-na A-šùr-UTUŠ{i}-ma É.GAL-lúm KÙ.B. ma-dam i-'é-ri-a <i-šu >","We entered with AŠšur-šamš' when he was about to go on a journey and Ennam-Suen said to AŠšur-šamš': ŠPlease, before we drink from the cup I want to declare something to you, do not get angryš When they detained me in Wašhaniya did my sister send you to me with 2 minas of silver?” AŠšur-šamš' answered: ŠSure, she sent me, but I did not give it to you.” Ennam-Suen then said: ŠToday my sister has come back here and she said: ‘You have done me wrongš Produce the silver and its interest due since eight years and give it to meš’” AŠšur-šamš' answered: ŠJust now I have humbly begged AŠšur-imitt', saying: ‘Please, my brothers, here are gold, 15 shekels, and 1 mina of carnelian, appease the palace as well as you can’”. AŠšur-šamš' also said to Ennam-Suen: ŠIf the silver (due) has increased much then come here, let me seize your witnesses and do with me what you think bestš” Ennam-Suen answered AŠšur-šamš' as follows: ŠThe palace <has> a substantial silver claim on me ....”"
222. Kt 92/k 166 (1-126-92),KIŠIB Zu-ba DUMU En-na-nim KIŠIB Puzur₄-{d}IŠKUR DUMU I-dí-IŠtar A-lá-bu-um DUMU Zi-a tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um Kà-né-eš i-dí-ni-a-tí-ma āup-pá-am IGI <<IGI>> GÍR ša A-šùr ší-bu-tí-ni ni-dí-in,"Seal of Zuba, son of Ennēnum, seal of Puzur-Adad, son of Iddin-IŠtar; Ali-abum, son of Ziya, was our companion. For these words the Kaneš colony made us available and this tablet we gave as our testimony rendered before AŠšur’s dagger. (1-57-92)š"
223. Kt 92/k 95,A-šùr-UTUŠ{i} ù En-na-Sú-in i'-bu-tù-ni-a-tí-ma um-ma En-na-Sú-in-/ma a-na A-šùr-UTUŠ{i}-ma KÙ.B. ki-iš-da-tí-/a dí-nam um-ma A-šùr-UTUŠ{i}-ma KÙ.B. ú-lá a-da-na-kum a-na li-ta-tim Šover erasure) ak-ru-ub-kà um-ma En-na-Sú-in-<ma> mì-šu-um a-ta i-a-tí ta-kà-ra-ba-ni me-er-i-kà ku-ru-ub um-ma A-šùr-UTUŠ{i}-ma a-na ga-am-ri-kà a-na-ku a-za-za-kum IGI Zu-ba IGI Puzur₄-{d}IŠKUR A-lá-bu-um DUMU Zi-a tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-rum Kà-ni-eš i-dí-ni-a-tí-ma āup-pá-am IGI GÍR ša A-šùr ší-bu-tí-ni ni-dí-in,"AŠšur-šamš' and Ennam-Suen seized us and Ennam-Suen said to AŠšur-šamš': ŠGive me the silver that accrues to meš. AŠšur-šamš' answered: ŠI will/can not give you the silver, for I have ...... you ........for ........ “. Ennam-Suen said: ŠWhy is it me that you are ..............me? .Do it to your sonsš” AŠšur-šamš' answered: ŠI will personally take your expenses for my accountš. In the presence of Zuba (and) of Puzur-Adad; Ali-abum, son of Zia was our colleague. For these words the Kanesh colony made us available and this tablet (with) our testimony we presented before AŠšur’s dagger."
224. Kt 92/k 187,"a-na A-šur-{d}UTUŠ{i} ù En-na-Sú-in qí-bi₄-ma um-ma A-al-DÙG-ma a-na A-šur-{d}UTUŠ{i} qí-bi₄-ma mì-šu ša ta-áš-pu-ra-ni-ni um-ma a-tù-nu-ma al-/kam 'í-tám ni-ša-kà-an tám-kà-ru-um i-na re-ší-/a i-za-az KÙ.B. 1 ma-na 91/k 201:13-18, “1) GÍN KÙ.B. [inēmi] / ana ṣlim il[iu] / ana AŠšur-mētappil / DUMU É? Itēr-ilš / ana ṣlim{ki} illikuni / akrubšum. 5 akrubšum. a-ša-qá-al : ke-e lá-li-kà-am ú-lá 10 GÍN KÙ.B. i-na qá-tí-a i-ba-ší a-hu-a a-tù-nu a-dí ITU.1.KAM qá-i-a-ni šu-ma e-mu-qá-tám e-pá-áš-ku-nu-ma ma a-kà-ri-im i-lá-/ak-ma kà-ru-um i-da-ku-nu ù a-na-ku qá-dí-ku-nu-/ma a-bi₄ a-ta šé-āù-ta-kà a-na-ku a-lá-qé a-lá-nu-kà-a a-ba-am ša-ni-am ni-šu a-na Tù-ùh-pì-a e-tí-iq-ma KÙ.B. 10 GÍN ù * ma-na ma-lá ga-am-ri-a : a-lá-qé-a-ma ù a-ta-bi₄-a-ma a-ta-lá-kam a-bi₄ a-ta DÍ-RI-ú*","Say to AŠšur-šamš' and Ennam-Suen, thus ṭl-ṣēb. Say in particular to AŠšur-šamš': ŠWhy are you{plur}. writing me as follows: ‘Come here, we must submit the expenditures’? The creditor keeps a check on me (because) I have to pay ṣlim{ki} 15 ana i-l[i-ú] ana Abu-šalim DUMU E-n[a -x x] / I-da-ZU ak-ru-ub; 30-33, [x x x] KÙ.B. inēmi / [ x x Cf. Kt 94/k 1071:1-5, 4 GÍN KÙ.B. / inēmi K. / ana ṣlim 1 mina of silverš How could I come while I do not even have 10 shekels of silver available? Please, my brothers, wait one month more for me. If he treats you in a violent way, yea even turns to the colony and the colony makes you appear in court, then I am with you in itš My dear father, could I hold you in contempt? Do we have any father but you? I will travel on to Tuhpiya and try to get some silver, 10 or 20 shekels, as much as I need for my expenses, then I will get moving and depart for you. You, my father, ................š"
225. Kt 92/k 96 (1-58-92),Šu-IŠtar ù En-na-Sú-in i'-bu-tù-ni-a-tí-ma um-ma En-na-Sú-in-ma KÙ ša qá-ta-at A-al-DÙG a-šu-mì Ki-li-ri-e ni-il₅-tap-/tù KÙ šu-qú-ul um-ma Šu-IŠtar-ma a-na 6 ITU.KAM ki-ma a-wa-at a-li-a : a-lá-kam-ma a-wa-tám a-dá-na-/kum um-ma En-na-Sú-⌈in⌉-ma šu-ma a-na 6 ITU.KAM a-na Ta-wi-ni-a lá [ta]-lá-kam-/ma a-wa-tám lá ta-dí-nam ba-lum dí-nim ba-lúm ma-mì-tim KÙ ú 'í-ba-tí-šu lá ta-dá/nam um-ma Šu-IŠtar-ma lá-dí-na-kum a-na a-wa-tim a-ni-a-tim kà-ru-um Ta-wi-ni-a i-dí-ni-a-/tí-ma IGI GÍR ša A-šur āup-pá-am a-ni-am ni-dí-/in/ IGI IŠtar-ba-ni IGI Ší-ma-ta-nim IGI Zu-NI-a Ma-num-ba-lúm-A-šur DUMU Du-ni-a ra-bu-ni,"šu-IŠtar and Ennam-Suen seized us and Ennam-Suen said: ŠThe silver for which we had our- selves registered as guarantors of Al-ṣēb concerning the Kilirians, pay that silverš. šu-IŠtar answered: ŠWithin 6 months, in accordance with the ruling of my city, I will come and render account to youš. Ennam-Suen said: ŠIf you do not come to Tawiniya within 6 months and do not render account to me, will you then not give me the silver and its interest without resorting to legal action or oath?” šu-IŠtar answered: ŠI will give it youš. For these words the Tawiniya colony made us appear in court and before AŠšur’s dagger we gave this tablet. Witnessed by IŠtar-bēni, by šimatēnum, by Zul/niya; Mannum-balum-AŠšur, son of Dunniya, was our fourth man."
226. Kt 92/k 171A/B (1-131-92),KIŠIB A-dé-lá-at KIŠ[IB Ir-am⌉- {d}A-šùr DUMU I-dí-ba-ni KIŠIB Pí-lá-ah-IŠtar DUMU I-bi₄-sú-a ša 12 GÍN KÙ.B. A-al-DÙG a-na Kur-ub-Sú-in ha-bu-lu-ma En-na-Sú-in qá-ta-tù-n[i] ⌈12⌉ GÍN KÙ.B. ki-ma missing missing 12 GÍN KÙ.B. ša A-al-DÙG a-na Kur-ub-Sú-in ha-bu-lu-ma En-na-Sú-in qá-ta-tù-ni KÙ.B. ki-ma Kur-ub-Sú-in Pilah-IŠtar il₅-qé En-na-Sú-in ki-ma A-al-DÙG KÙ.B. iš-qú-ul-šum šu-ma Kur-ub-Sú-in a-na A-al-DÙG i-tù-wa-ar Pì-lá-ah-IŠtar ú-ba-áb-šu KÙ.B. i-na li-mì-im Šu-da-a (eras) ITU.KAM Ku-zal-li il₅-qé IGI {d}IŠKUR-ELLAT IGI Ir-am-A-šùr DUMU Ì-dí-ba-ni,"Seal of Adad-ellat, seal of Ir’am-AŠšur, son of Idi-bēni, seal of Pilah-IŠtar, son of Ibisua, to the effect that ṭl-ṣēb owes 12 shekels of silver to Kurub-Suen and Ennam-Suen is guarantor The 12 shekels of silver instead of .... 12 shekels of silver, which ṭl-ṣēb owes to Kurub-Suen and Šfor which) Ennam-Suen was guarantor, Pilah-IŠtar collected that silver in the name of Kurub-Suen, Ennam-Suen paid it to him in the name of ṭl-ṣēb. If Kurub-Suen raises a claim Šfor it) for against ṭl-ṣēb, Pilah-IŠtar will clear him. He collected the silver during the eponymy of šudaya, in month XI. Witnessed by Adad-ellat, by Ir’am- AŠšur, son of Idi-bēni."
227. Kt 92/k 173A/B,KIŠIB Zu-ba DUMU En-na-nim,"Seal of Zuba, son of Ennēnum,"
228. Kt 91/k 493 (1-346-91),KÙ.B. 'a-ru-pá-am i-'é-er Ša-lim-A-hi-im ù Šu-Sú-in En-na Sú-in i-šu iš-tù SAG ITU.KAM ša ki-na-tim li-mu-/um ša qá-té Ì-lí-dan a-na ITU.KAM i-ša-qú-lu šu-ma lá iš-qú-lu 1) GÍN.TA : a-na 1 ma-na-im i-na ITU.KAM 'í-ib-tám ú-'ú-bu IGI IŠtar-DINGIR-šu DUMU A-šur-/ba-ni IGI A-da DUMU E-na-A-šur,"of refined silver šalim-ahum and šu-Suen owe to Ennam-Suen. From the beginning of month III, eponymy of the successor of of Il'-dēn, they will pay in a month. If they fail to pay they will add 1+ shekel per mina per month as interest. In the presence of IŠtar-ilšu, son of AŠšur-bēni, of Ada, son of Ennam-AŠšur."
229. Kt 92/k 180 (1-138-92),15 GÍN KÙ.B. 'a-ru-pá-am i-'é-/er Ma-lá-ba En-na-/Sú-/in i-šu iš-tù ITU.KAM Hu-bu-ur li-mu-um Šu-da-a DUMU En-na-nim a-na 3 ha-am-ša-tim i-ša-qál šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im 'í-ib-tám ú-'a-áb šu-ma DUMU A-šùr-DÙG a-na Ma-lá-ba i-tù-ru En-na-Sú-in ú-ba-áb-šu IGI Puzur₄-A-šùr IGI AŠšur-du-gu₅-ul,"shekels of refined silver Malaba owes to Ennam-Suen. From month VI, eponymy of šudaya, son of Ennēnum he will pay within 3 weeks. If he does not pay he will add interest according to the regulation of the colony. If the sons of AŠšur-ṣēb raise a claim against Malaba Ennam-Suen will clear him. Before Puzur-AŠšur, before AŠšur-dugul."
230. Kt 92/k 169,KIŠIB A-šùr-DÙG ⌈DUMU A⌉-hu-wa-/ KIŠIB Šu-A-nim DUMU A-ki-a-nim KIŠIB A-šur-du-gul DUMU Im-da-hi KIŠIB A-šur-⌈DÙG⌉ DUMU I-[d]í-ba-/ni 12 ⌈GÍN⌉ KÙ.B. i-['é-er] A-šùr-DÙG DUMU I-dí-ba-ni En-na-Sú-in i-šu ITU.KAM Na-<<ak>>-ar-ma-ak-/A-šur li-mu-um E-lá-li DUMU I-ku-nim 'í-ib-tám ki-ma a-wa-at kà-ri-im Kà-né-eš ú-'a-áb Šupside down),"qar Seal of AŠšur-ṣēb, son of Ahu-waqar, seal of šu-Anim, son of Akiēnum, seal of AŠšur-dugul, son of Imd'-ah', seal of AŠšur-ṣēb, son of Idi-bēni, Ennam-Suen has a claim of 12 shekels of silver on AŠšur-ṣēb, son of Idi-bēni; month II/III, eponymy of Elal', son of Ik*num. He will add interest according to the regulation of of the Kanesh colony."
231. Kt 92/k 165,"KIŠIB A-šur-be-el-a-wa-tim KIŠIB Zu-ba KIŠIB I-dí-IŠtar DUMU [ A-šur-/ma-lik KIŠIB En-num-A-šur DUMU A-šur-UTUŠ{i} KIŠIB Abu-ša-lim DUMU A-šur-be-el- a-/wa-tim 1/3 ma-na 8 GÍN KÙ. B. 'a-ru-pá-am i-'é-er A-bu-ša-lim DUMU A-šur-be-el-a-wa-tim En-na-Sú-in i-šu iš-tù ha-mu-uš-tim ša kà-ší-im ša qá-té A-šur-ma-lik ú En-na-Sú-in ITU.KAM ma-hu-ur-/ì-lí li-mu-um ša qá-té A-šur-na-/da DUMU Puzur-A-na 8 GÍN KÙ.B. a-na 3 ha-am-ša-tim i-ša-qal 10 GÍN KÙ.B. a-na 6 ha-am-ša-tim i-ša-qal 10 GÍN wa-ar-kà-tám a-na 10 ha-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim lá iš-qú-ul ki-ma a-wa-at kà-ri-im ⌈i⌉-ITU.KA[M] 'í-ib-tám ú-'a-áb KÙ.BABBAR ik-ri-bu ša A-šur awētim, because owners three envelope of BIN 4, 186 = EL 91), BIN 4, 186, Kt e/k 156:2, published","Seal of AŠšur-bāl-awētim, seal of Zuba, seal of Iddin-IŠtar, son of [ AŠšur-mēlik, seal of Ennam-AŠšur, son of AŠšur-šamš', seal of Abu-šalim, son of AŠšur-bāl-awētim. 28 shekels of refined silver Abu-šalim, son of AŠšur-bāl-awētim, owes to Ennam-Suen. From the week of the official who took over from from AŠšur-mēlik, and Ennam-Suen, month IV, eponymy of the successor of AŠšur-nēdē, son of Puzur-Anna, he will pay 8 shekels within 3 weeks, 10 shekels within 6 weeks he will pay, and 10 shekels he will pay later, within another 10 weeks. If he does not pay when his term is over he will add interest per month in accordance with the regulation of the colony. The silver is temple fund of AŠšur. other seals can be identified. seal of AŠšur-bāl-awētim, witness in our text, in in ArAn 7 (2004) 49 and 54, where, how-"
232. Kt 92/k 164,"KIŠIB Pí-la-ah-IŠtar DUMU I-bi₄-sú-a KIŠIB Šu-ma-li-bi₄-A-šur DUMU Ku-ús-ku-sí-im KIŠIB En-na-Sú-in DUMU A-mur-{d}UTU KIŠIB A-al-DÙG DUMU A-mur- {d}UTU ša hu-bu-ul En-na-Sú-in ù A-al-DÙG me-er-eʾ A-mur-{d}UTU 3) ma-na 5 GÍN KÙ.B. 'a-ru-pu-um iš-tù ha-mu-uš-tim ša A-šùr-i-mì-tí ù A-mur-IŠtar a-na 1 ma-na-im 2 GÍN.TA i-na ITU.KAM 'í-ib-tám ú-'ú-bu KÙ.B. i-na qá-qá-ad šál-mì-šu-nu ra-ki-is ITU.KAM ša sà-ra-tim li-mu-um ša <i>- qá-té Sú-kà-lí-a il-qé-ú Šinformation provided Ay,e Karaduman) absent envelope. second sealer,","Seal of Pilah-IŠtar, son of Ibisua, seal of šumma-libbi-AŠšur, son of Kuskusum, seal of Ennam-Suen, son of Amur-šamaš, seal of ṭl-ṣēb, son of Amur-šamaš, Što the effect) that the debt of Ennam-Suen and ṭl-ṣēb, sons of Amur-šamaš, is 3+ minas 5 shekels of refined silver. From the week of AŠšur-imitt' and Amur-IŠtar they will add per 1 mina 2 shekels per month as interest. For the silver they are jointly liable. Month II, eponymy of the one who took over from Sukkalliya. is Puzur-šadu’e, son of A-li-dí, but he is common to Kt n/k 1733 and 1879, is Pilahēya,"
233. Kt 92/k 163,"KIŠIB Ka-ku-a DUMU I-dí-IŠtar KIŠIB Puzur₄-{d}IŠKUR DUMU I-dí-IŠtar KIŠIB Na-ra-am-A-šùr DUMU Ì-dí-ba-ni KIŠIB Ha-na-na DUMU DINGIR-kur-ub * ma-na 5 GÍN KÙ.B. 'a-ru-pá-am ša ik-ri-bi : ša me-er-ú DINGIR-kur-ub i-'é-er En-na-Sú-in Šupside down) DUMU A-mur-{d}UTU ir-ší-ú-ni Šupside down) ki-ma me-er-e DINGIR-kur-ub KÙ.B. Šupside down) ù 'í-ba-sú Ha-na-na ša-bu āup-pu-um ša * ma-na 5 GÍN KÙ.B. ša hu-bu-ul En-na-Sú-in ša e-li-a-ni sà-ar šu-ma me-er-ú DINGIR-kur-ub a-na En-na- i-tù-ru-ú Ha-na-na ú-ba-áb-šu [Sú-/in KÙ.B. ša IGI En-na-nim ù DUMU ⌈x]* i-dí-nu-šu-ni fragment ICK 2, 189 Šdrawing Ka Hanana, Ilam-kurub (KKS 4b:1,","Seal of Kakua, son of Iddin-IŠtar seal of Puzur-Adad, son of Iddin-IŠtar seal of Narēm-AŠšur, son of Idi-bēni, seal of Hanana, son of Ilam-kurub. 25 shekels of refined silver, being temple funds, which the sons of Ilam-kurub had acquired as claim on Ennam-Suen, son of Amur-šamaš, Hanana, representing the sons of Ilam-kurub, is satisfied with the silver and its interest. The tablet of 25 shekels of silver, recording the debt of Ennam-Suen, which turns up is invalid. If the sons of Ilam-kurub raise a claim against Ennam-Suen, Hanana will clear him. (It is) silver that they gave him in the presence of Ennēnum and of the son of .......... 519 on pl. CXII), which is its lower edge. Its owner where {d}IŠtar is a mistake for DINGIR-lamš). It"
234. Kt 92/k 125 (1-87-92),{d}IŠKUR-ba-ni ù En-na-Sú-in ni-kà-sé i-sí-ú-ma 48) [ma]-n]a URUDU En-n[a]-Sú-in i-⌈ša-qal⌉ 31) ma-na URUDU {d}IŠKUR-ba-ni i-ša-qal IGI Puzur₄-A-šur,Adad-bēni and Ennam-Suen settled accounts and Ennam-Suen will pay 48+ minas of copper and Adad-bēni will pay 31+ minas of copper. Witnessed by Puzur-AŠšur.
235. Kt 91/k 551 (1-404-91),a-na Puzur₄-A-šur Id-na-a ù I-⌈ku-pí⌉-/A-šur qí-bi-ma um-ma āu-IŠtar-ma a-na Id-na-/a qí-bi₄-ma 3 ma-na KÙ.B. ṭa-ru-pá-am ha-bu-lá-at u₄-mu-kà 12 ha-am-ša-tim e-tí-qú a-hi a-ta KÙ.B. ú ṭí-ba-sú šu-qú-ul-/ma a-na té-er-tí-a li-dí-nu a-na ša ki-ma i-a-tí qí-bi₄-ma i-hi-da-ma KÙ.B. ú ṭí-ba-sú ša-áš-qí-lá-šu-ma a-na té-er-tí-a pá-ni-a,"Say to Puzur-AŠšur, Idnṭya and Ik(n-p'-AŠšur thus šu-IŠtar, say Šin particular) to Idnṭya: “3 minas of refined silver you owe (me), your term is 12 weeks overdue. Please, my brother, pay the silver and its interest and let them give it to where I will instruct’. Say to my representatives: ‘Take care to to make him pay the silver and the interest on it and transfer it to where I will instruct’.”"
236. Kt 91/k 536 (1-389-91),a-na Puzur₄-A-šur ú I-ku-pì-A-šur qí-bi₄-ma um-ma āu-IŠtar-ma be-lu-ú-a a-tù-nu i-hi-da-ma KÙ.B. ú ṭí-ba-sú-ú Id-na-<a> ša-áš-qí-lá a-le-e KÙ.B. [Id-na-a] 10 GÍN e-li-a-[ni] mì-li-ik šu-m[a] a-wi-lu-um KÙ.B. i-šu-ú {d}UTU-ba-ni na-hi-da-ma a-na ma-e ša-tá-e-em lá ú-ša-ar-šu KÙ.B.-pu-um KÙ.B.-áp-kà a-wi-lu-um la-mu-un e ú-ni-ku-nu-ma ih-/da KÙ.B ú ṭí-ba-sú ša-áš-qí-lá,"Say to Puzur-AŠšur and Ik(n-p'-AŠšur, thus šu-IŠtar: ŠPlease, my lords, take care to make Idnṭya pay the silver and the interest on it. Consider where silver of Idnṭya, if only 10 shekels, may turn up. If the man indeed has silver, then warn šamaš-bṭni that he must not allow him to drink water. (For) the silver is your silverš The man is a crook, let him not cheat youš Take care to make him pay the silver and the interest on itš”"
237. Kt 91/k 549 (1-402-91),[um-m]a āu-IŠtar-m[a] a-na Ku-da-dim Hu-ma-da-šu ù A-ba-mu-li qí-bi₄-ma 4 GÍN KÙ.B. a-na Ku-da-dim 2 GÍN KÙ.B. a-na Nu-hu-ša-tim a-ha-ma 5 GÍN KÙ.B. Ku-ra na-áš-<a>-ku-nu-tí iš-té-et : i-re-qám ša tí-ib-nim i-[na] Kà-n[i-/iš]* *x? e-zi-ib li-qí-a-ma li-ib-ší-a 15 GÍN KÙ.B. Hu-li ša-áš-qí-lá-šu-ma ša ' ma-na Šup-pu-šu lu-up-ta ' GÍN Du-du DUMU A-šur-DÙG ha-bu-lam šu-ma wa-ša-/áb KÙ.B. ša-áš-qí-lá-šu Šup-pu-šu i-na ta-ma-/lá-kà-[x] ša i-ku-nu-ke ša āa-lim-ma kà-an-/ku i-ba-ší,"Thus šu-IŠtar, say to to Kudṭdum, Humadašu and Abamuli: “4 shekels of silver for Kudṭdum, 2 shekels of silver for Nuhušatum, (and) separately 5 shekels of silver Kura is bringing you{plur}. One wagon load of straw I left behind in Kanesh. Take it and let it remain available. Make Huli pay 15 shekels of silver and draw up a debt-note of his for ) mina. Dudu, son of AŠšur-ēṭb, owes me ) shekel of silver; if he is staying there make him pay the silver. His debt-note is in the tablet box that is sealed with the seals of šalimma.”"
238. Kt 91/k 540 (1-393-91),"šu-IŠtar them about instruction they entrusted about half um-ma ⌈A?-mur?⌉-lu?-sú-/ma* āu-lí ù GE₆-li-IŠtar a-na āu-IŠtar qí-bi₄-ma ta-áš-pu-ra-am um-ma a-ta-ma 15 na-ru-/qá-tim ku-nu-ke-a : É Ga-lu-a e-zi-ib Šup-pá-am ša Pu-šu-ki-in am-ra-ma : ma-lá té-er-tim ša Pu-šu-/ki-in ep-ša i-na DUB-pì-im ša Pu-šu-ki-in 1 me-at 30 TÚG.HI,A lá-áp-tu(m) na-ru-qá-tim nu-ma-hi-ir-ma 1 me-at 16 TÚG.HI.A 60 TÚG.HI.A 10 na-ru-/qá-/tim a-na Hu-na* ú-ri-du IGI A-šur-ta-ak-/lá-ku IGI MAR.TU-ba-ni IGI En-na-A-šur ni-ip-qí-id 56? TÚG* S[IG₅]? x* ta-tim É Ga-lu-a* : i-ba-ší-ú","an important shipment of textiles, left behind by of them to a certain Huna, while the other half is Thus Amur?-(i)l(ssu, šuli and *illi-IŠtar, say to šu-IŠtar: ŠYou wrote us as follows: ‘15 bags under my seals I left in Galua’s house Find the tablet of P(šu-kān and act in accordance with P(šu-kān’s instruction’. In the tablet of P(šu-kān is written ‘130 textiles’, but when we took delivery of the bags there were (only) 116 textilesš 60? textiles (in) 10 bags went down to Huna, in the presence of AŠšur-taklṭku, of Amurrum-bṭni, (and) of Ennam-AŠšur. 56 textiles of good quality .......... are still in Galua’s house.”"
239. Kt 91/k 541 (1-394-91),[a]-na āu-IŠtar [q]í-bi₄-ma um-ma Ì-[l]í-iš-tí-kál-ma ki-ma ša-nu-a-tí-ni lá ⌈a⌉-tù-ra-[am] šu-ma mì-ma ha-bu-lá-ku-u[m] šu-šál-šu-um lá-áš-qú-ul IGI,"To šu-IŠtar speak, this is what Iliš-tikal says: ŠSince you were elsewhere I did not come back. Should I owe you anything, I will pay (it) threefold.”"
240. Kt 91/k 534 (1-387-91),[a-n]a āu-IŠtar qí-bi-ma um-ma Zu-ba Ma-ta-ga-x* ú {d}UTU-ba-ni-ma a-šu-mì ša-áp-tim ša ta-áš-pu-ra-/ni e(-lu-tum i-ma-qú-tù-/ni-ma ša-áp-tám iš-té-ni-/iš₆(IS) ni-dá-an-ma KÙ.B. ni-zu-wa-az{x}(ÁŠ) : *KI iš-⌈x/ x (x)⌉ a-na Pu-šu-ki-/in nu-šé-ba-lam a-šu-mì É{be}-{et} DAM.<GÀR>-ri-im ša{x}(ZA)-sà-im : qá-áb-a-tí-/ni a-na-kam iš-tí Ir-ma-A-šur a-ta-am-ga-/ar um-ma šu-ut-ma té-er-/tù-šu [a-ṭ]é-er I-ku-pì-/A-šur [ú i]-a-tí li-li-/kam-ma [la-dí]-na-ku-ma [x x ] *x ki-ma ak-lá-/ku-kà-ni [x x x x] gi₅-im-/lá-ni [ .............] [x x x x⌉* ša Ma-ma-a [(x) da-mì]?-iq-tám a-na x * ša-/áp-tám [ x x x a⌉-na ší-tí [ x x x ] šé-bi₄-lam,"Say to šu-IŠtar, thus Zuba, Mataga...., and šamaš-bṭni: ŠAs for the wool about which you wrote, when the men arrive here we will sell all the wool together and we will divide the silver and with ...... we will send it to P(šu-kān. As for calling at a merchant’s house Šfor a loan), as you have promised, I have here now come to an agreement with Ir’am-AŠšur and he said: ‘Let his instruction come to Ik(n-p'-AŠšur and to me, then I will give it to you’. ......... since I trust? you ............... do me a favor .............................. [..... wool?] of Mamma ...................... the wool ................ for the rest of .................... send to me.”"
241. Kt 91/k 542 (1-395-91),1 ma-na 10 GÍN KÙ.B. ṭa-ru-pá-am i-li-bi₄ I-ku-nu āu-IŠtar i-šu IGI A-da-da DUB.SAR IGI Im-li-kà-a 1 TÚG ku-sí- <<a>>- tám a-ha-ma e-zi-ib-šu-ma 7' GÍN KÙ.B. i-li-bi₄ I-dí-Da-ga-⌈an⌉ 5 GÍN KÙ.B. i-li-/bi₄ A-šur?-[m]a-lik * ma-na 8 GÍN AN.NA i-li-bi₄ Puzur₄-A-šur,"1 mina and 10 shekels of refined silver are owed by Ik(nu(m) to šu-IŠtar, witnessed by Adada, the scribe, and by Imlikaya. 1 kusētu-textile, separately, I left to him and 7) shekels of silver are owed Šfor it?) by Iddin-Dagan. 5 shekels of silver owed by AŠšur-mṭlik, 28 shekels of tin owed by Puzur-AŠšur."
242. Kt 91/k 544 (1-397-91),[x ma-na] 2 GÍN KÙ.B. [ṭa-r]u-pá-am i-ṭé-er Ì-lí-a-lim āu-IŠtar i-šu [I]GI Ì-lí-dan [D]UMU Id-na-A-šur IGI I-ku-pí-A-šur DUMU Puzur₄-IŠ-/tár IGI āu-ku-[bi-im] i-na ⌈x-x x⌉* lu iš-tù Ku-bu-ur-/na-at [ú]-šé-ba-lam [lu] i-na ba-a-áb-tí-šu a-lá-qé ší-tí KÙ.B. a-na ṭí-ib-tim a-la-qé-ma KÙ.B. ù ṭí-ba-sú Ì-lí-a-lim [ú-m]aʾ-lá,"[x minas and] 2 shekels of refined silver Il'-ṭlum owes to šu-IŠtar. Witnessed by Il'-dṭn, son of Id(di)n-AŠšur, by Ik(n-p'-AŠšur, son of Puzur-IŠtar, and by šu-K([bum]. On ................. he will send it me from Kuburnat or I will take it from his outstanding claims. The rest of the silver I will (then) borrow at interest and the silver and the interest on it Il'-ṭlum will compensate."
